workout_log_id,member_id,workout_date,workout_time,exercise_name,exercise_type,muscle_group,difficulty,sets_completed,reps_per_set,weight_kg,duration_minutes,calories_burned,intensity_level,heart_rate_avg,notes
WL00002775,MEM000880,2024-12-06,15:01:00,Barbell back squat to box,powerlifting,quadriceps,intermediate,4,10,0.0,47,232.2,Low,125.0,
WL00002776,MEM002112,2024-10-04,14:54:00,Neck-SMR,stretching,neck,intermediate,2,9,0.0,79,381.9,Low,170.0,Good progress
WL00002777,MEM000269,2024-03-31,15:29:00,Lateral cone hop,plyometrics,adductors,intermediate,3,8,0.0,66,442.2,Low,108.0,Challenging but rewarding
WL00002778,MEM002430,2024-08-17,07:03:00,Spider crawl,strength,abdominals,intermediate,3,9,126.9,77,485.5,Very High,146.0,Felt strong today
WL00002779,MEM000727,2024-07-24,10:30:00,Flexor Incline Dumbbell Curls,strength,biceps,beginner,2,11,47.7,87,472.6,Moderate,110.0,
WL00002780,MEM001038,2024-01-20,20:29:00,Hip Circles (Prone),stretching,abductors,intermediate,3,20,0.0,64,244.8,High,153.0,
WL00002781,MEM001395,2024-11-02,18:39:00,Back extension,strength,lower_back,intermediate,2,12,105.8,53,189.7,Very High,101.0,Personal best!
WL00002782,MEM001892,2024-07-03,22:11:00,Standing Dumbbell Calf Raise,strength,calves,intermediate,5,12,130.3,27,92.5,Moderate,111.0,
WL00002783,MEM000818,2024-01-09,22:51:00,Incline dumbbell reverse fly,strength,shoulders,intermediate,5,11,77.9,53,217.1,Moderate,102.0,Personal best!
WL00002784,MEM000386,2024-09-09,13:37:00,Dumbbell Bench Press,strength,chest,intermediate,4,9,148.4,63,251.4,Moderate,164.0,
WL00002785,MEM000353,2024-10-29,20:20:00,Traveling thigh killa,strength,abductors,intermediate,5,15,18.7,66,237.6,Very High,169.0,Challenging but rewarding
WL00002786,MEM000726,2024-04-21,17:59:00,Barbell Hip Thrust,powerlifting,glutes,intermediate,4,20,0.0,55,346.4,High,121.0,Felt strong today
WL00002787,MEM000695,2024-01-15,09:21:00,Dumbbell Bench Press,strength,chest,intermediate,5,18,125.0,87,648.5,High,167.0,Felt strong today
WL00002788,MEM000948,2024-01-28,22:49:00,Dumbbell farmer's walk,strongman,forearms,intermediate,2,9,0.0,59,334.7,Very High,147.0,Challenging but rewarding
WL00002789,MEM000378,2024-11-16,06:32:00,Stair climber,cardio,quadriceps,intermediate,3,10,0.0,52,316.4,High,129.0,Good progress
WL00002790,MEM001526,2024-10-12,10:59:00,Standing cable low-to-high twist,strength,abdominals,intermediate,3,20,17.4,38,197.7,Very High,156.0,Personal best!
WL00002791,MEM000745,2024-04-17,21:05:00,Shotgun row,strength,lats,intermediate,4,6,77.0,39,143.8,Low,149.0,
WL00002792,MEM001354,2024-08-30,08:07:00,Barbell deficit deadlift,powerlifting,lower_back,beginner,2,20,0.0,77,405.0,Low,128.0,Good progress
WL00002793,MEM001744,2024-01-23,18:04:00,Barbell Hip Thrust,powerlifting,glutes,intermediate,3,6,0.0,77,566.6,Very High,139.0,Good progress
WL00002794,MEM001223,2024-08-20,21:00:00,Cable V-bar push-down,strength,triceps,intermediate,4,7,73.7,23,126.7,Low,107.0,Great workout!
WL00002795,MEM000880,2024-01-08,13:52:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,2,9,39.6,36,237.9,Low,132.0,Great workout!
WL00002796,MEM000074,2024-02-10,10:06:00,Barbell glute bridge,powerlifting,glutes,intermediate,2,17,0.0,46,330.0,High,171.0,
WL00002797,MEM001358,2024-02-09,13:18:00,Axle Deadlift,strongman,lower_back,beginner,3,13,0.0,77,592.5,Moderate,157.0,
WL00002798,MEM002202,2024-08-03,14:27:00,Dumbbell floor press,powerlifting,triceps,intermediate,4,11,0.0,63,212.8,Low,147.0,
WL00002799,MEM001389,2024-11-21,19:19:00,Standing behind-the-back wrist curl,strength,forearms,beginner,3,9,137.3,57,348.0,Very High,105.0,
WL00002800,MEM001618,2024-10-29,05:55:00,Single-arm cable triceps extension,strength,triceps,intermediate,2,10,79.7,30,180.5,Moderate,128.0,Personal best!
WL00002801,MEM002444,2024-03-08,17:34:00,Single-arm lateral raise,strength,shoulders,intermediate,5,11,66.2,87,465.5,Low,117.0,Challenging but rewarding
WL00002802,MEM001777,2024-07-25,10:46:00,Barbell Curl,strength,biceps,intermediate,5,16,94.5,30,147.8,Very High,157.0,
WL00002803,MEM001412,2024-01-14,14:59:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,5,17,118.8,60,316.8,Very High,147.0,Personal best!
WL00002804,MEM000846,2024-08-18,19:31:00,Dumbbell farmer's walk,strongman,forearms,intermediate,5,16,0.0,55,330.1,Very High,161.0,Felt strong today
WL00002805,MEM000151,2024-12-06,18:33:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,2,6,135.9,55,174.3,Moderate,124.0,
WL00002806,MEM001353,2024-05-07,13:29:00,UNS Foam Roll Adductor,strength,adductors,intermediate,5,9,126.5,43,250.7,High,111.0,
WL00002807,MEM002472,2024-03-30,19:03:00,Natural Glute Ham Raise,strength,hamstrings,beginner,5,13,86.5,66,467.3,Very High,131.0,
WL00002808,MEM002347,2024-10-05,16:09:00,Low-cable cross-over,strength,chest,intermediate,4,10,126.8,15,100.8,Low,,Challenging but rewarding
WL00002809,MEM001219,2024-04-17,15:32:00,Romanian Deadlift from Deficit,olympic_weightlifting,hamstrings,beginner,3,7,0.0,46,188.1,Very High,171.0,Personal best!
WL00002810,MEM001230,2024-03-26,16:21:00,Bottoms Up,strength,abdominals,intermediate,2,8,147.6,35,208.0,Very High,150.0,Personal best!
WL00002811,MEM000200,2024-04-21,06:28:00,Around-the-world pull-up,strength,lats,beginner,2,14,80.8,42,230.6,Low,176.0,
WL00002812,MEM002095,2024-01-06,14:14:00,Standing dumbbell shoulder press,strength,shoulders,intermediate,5,8,32.3,25,118.2,High,137.0,Personal best!
WL00002813,MEM002163,2024-02-10,22:56:00,Reverse-grip bent-over row,strength,middle_back,intermediate,5,10,134.5,73,220.1,High,169.0,
WL00002814,MEM000314,2024-07-22,10:18:00,One-Arm Dumbbell Row,strength,middle_back,intermediate,5,7,21.2,71,480.8,High,174.0,Challenging but rewarding
WL00002815,MEM000521,2024-05-02,13:06:00,UNS Foam Roll Adductor,strength,adductors,intermediate,4,9,66.3,21,164.8,Very High,118.0,
WL00002816,MEM000050,2024-07-19,10:35:00,Single-Leg Press,strength,quadriceps,intermediate,5,8,43.6,79,476.7,Very High,107.0,Great workout!
WL00002817,MEM000780,2024-05-06,06:04:00,Single-arm lateral raise,strength,shoulders,intermediate,3,19,19.7,65,332.8,Low,165.0,Challenging but rewarding
WL00002818,MEM000857,2024-03-01,15:45:00,Chin To Chest Stretch,stretching,neck,intermediate,5,7,0.0,15,65.1,Moderate,,
WL00002819,MEM000828,2024-01-24,22:59:00,Lateral box jump,plyometrics,adductors,intermediate,5,18,0.0,25,188.8,Low,119.0,Felt strong today
WL00002820,MEM000033,2024-02-10,06:20:00,Isometric Neck Exercise - Front And Back,strength,neck,beginner,3,7,148.9,89,555.3,Low,124.0,Good progress
WL00002821,MEM001242,2024-07-16,14:05:00,HM Right Side-Kick,stretching,abductors,intermediate,2,19,0.0,26,139.6,Very High,132.0,Great workout!
WL00002822,MEM002159,2024-05-22,07:51:00,EZ-Bar Curl,strength,biceps,intermediate,5,19,141.9,61,274.5,Moderate,131.0,Felt strong today
WL00002823,MEM000541,2024-06-23,07:22:00,Dumbbell pull-over,strength,traps,intermediate,4,15,15.9,53,356.7,Very High,151.0,Felt strong today
WL00002824,MEM001914,2024-01-13,14:32:00,Single-arm inverted row,strength,traps,intermediate,3,12,34.0,80,404.8,Very High,142.0,Great workout!
WL00002825,MEM001165,2024-01-28,15:54:00,Dumbbell pull-over,strength,traps,intermediate,5,20,47.7,41,189.7,Low,108.0,Personal best!
WL00002826,MEM000261,2024-02-14,17:41:00,Chest dip,strength,chest,intermediate,5,11,38.5,48,254.6,Very High,178.0,Challenging but rewarding
WL00002827,MEM002004,2024-11-16,11:16:00,Partner Superman with alternating high-five,strength,lower_back,beginner,5,13,78.6,27,192.0,Low,139.0,Good progress
WL00002828,MEM000007,2024-03-17,18:17:00,Sumo deadlift,powerlifting,hamstrings,beginner,4,19,0.0,50,286.9,Low,140.0,Felt strong today
WL00002829,MEM002217,2024-06-26,16:47:00,Smith Machine Calf Raise,strength,calves,intermediate,2,15,7.5,48,191.1,Low,166.0,Good progress
WL00002830,MEM002219,2024-01-21,13:40:00,Barbell deficit deadlift,powerlifting,lower_back,beginner,5,9,0.0,34,204.2,Very High,146.0,Great workout!
WL00002831,MEM000972,2024-04-14,08:55:00,Smith machine single-arm shrug,strength,traps,intermediate,3,20,71.1,21,66.6,Moderate,154.0,Good progress
WL00002832,MEM000580,2024-04-30,22:06:00,Hammer Curls,strength,biceps,intermediate,4,18,73.4,18,120.0,Moderate,,
WL00002833,MEM000275,2024-01-09,11:15:00,Cable Crossover,strength,chest,intermediate,4,6,139.8,27,215.2,Moderate,131.0,Challenging but rewarding
WL00002834,MEM000516,2024-03-06,18:23:00,Cross-Body Crunch,strength,abdominals,intermediate,4,15,149.5,32,235.4,Very High,115.0,Great workout!
WL00002835,MEM001419,2024-11-07,09:32:00,Standing dumbbell shoulder press,strength,shoulders,intermediate,3,17,47.5,88,591.0,Moderate,100.0,Great workout!
WL00002836,MEM000707,2024-08-06,11:58:00,One-Arm Long Bar Row,strength,middle_back,intermediate,3,19,39.7,83,295.8,Moderate,134.0,Good progress
WL00002837,MEM001532,2024-02-29,19:25:00,Power Clean from Blocks,olympic_weightlifting,hamstrings,beginner,5,13,0.0,88,303.3,Low,173.0,Challenging but rewarding
WL00002838,MEM000814,2024-01-05,09:39:00,Barbell glute bridge,powerlifting,glutes,intermediate,5,15,0.0,25,86.9,Moderate,130.0,Felt strong today
WL00002839,MEM000689,2024-06-16,16:15:00,Dumbbell pull-over,strength,traps,intermediate,2,9,111.1,61,245.9,High,155.0,Felt strong today
WL00002840,MEM000069,2024-10-05,16:44:00,Seated Glute Stretch,stretching,glutes,beginner,5,17,0.0,32,210.9,Low,134.0,
WL00002841,MEM002432,2024-01-15,07:48:00,Seated Dumbbell Press,strength,shoulders,intermediate,4,7,43.6,72,455.4,Very High,170.0,Felt strong today
WL00002842,MEM000277,2024-09-29,17:35:00,Lying Face Up Plate Neck Resistance,strength,neck,beginner,3,7,82.7,31,138.0,Moderate,112.0,Challenging but rewarding
WL00002843,MEM000958,2024-04-09,21:27:00,Dumbbell farmer's walk,strongman,forearms,intermediate,5,8,0.0,77,232.5,High,156.0,Felt strong today
WL00002844,MEM001841,2024-03-13,13:10:00,Atlas Stones,strongman,lower_back,intermediate,3,9,0.0,32,249.3,Very High,125.0,Challenging but rewarding
WL00002845,MEM000347,2024-10-11,13:06:00,Walking High Knee,strength,glutes,intermediate,3,12,79.3,25,94.8,High,143.0,Felt strong today
WL00002846,MEM001895,2024-09-23,16:39:00,Olympic Squat,olympic_weightlifting,quadriceps,beginner,5,19,0.0,84,369.6,Low,135.0,Good progress
WL00002847,MEM001444,2024-08-26,13:17:00,Smith machine single-arm shrug,strength,traps,intermediate,4,17,18.1,69,314.7,Low,100.0,Good progress
WL00002848,MEM001895,2024-08-22,10:48:00,Glute Bridge Hamstring Walkout,strength,glutes,intermediate,4,16,111.2,64,413.2,High,127.0,Felt strong today
WL00002849,MEM000646,2024-10-23,22:48:00,Standing Calf Raises,strength,calves,beginner,3,16,23.6,53,380.5,Moderate,135.0,
WL00002850,MEM000983,2024-07-10,05:48:00,Alternating sit-through with crunch,strength,middle_back,intermediate,2,15,142.8,62,285.0,Very High,161.0,Good progress
WL00002851,MEM000638,2024-05-15,19:01:00,Smith machine single-arm shrug,strength,traps,intermediate,5,8,109.0,30,201.6,Very High,154.0,Felt strong today
WL00002852,MEM000264,2024-06-26,14:12:00,Muscle Up,strength,lats,intermediate,2,7,107.4,37,145.6,Very High,156.0,Great workout!
WL00002853,MEM002362,2024-05-12,13:37:00,Wide-Grip Decline Barbell Bench Press,strength,chest,beginner,4,14,139.3,36,158.7,Moderate,154.0,Great workout!
WL00002854,MEM000163,2024-06-27,12:00:00,Atlas Stones,strongman,lower_back,intermediate,3,20,0.0,81,596.0,High,154.0,Personal best!
WL00002855,MEM000089,2024-03-09,21:11:00,Atlas Stones,strongman,lower_back,intermediate,2,19,0.0,86,625.8,Low,160.0,
WL00002856,MEM000087,2024-09-14,06:37:00,Single-arm dumbbell row,strength,traps,intermediate,2,15,77.7,38,146.5,Moderate,145.0,Felt strong today
WL00002857,MEM002477,2024-11-16,09:12:00,Rower,cardio,middle_back,intermediate,2,6,0.0,90,393.2,High,133.0,Challenging but rewarding
WL00002858,MEM002374,2024-10-16,09:37:00,Glute ham raise-,strength,hamstrings,beginner,2,9,12.2,35,190.7,Low,121.0,Good progress
WL00002859,MEM001221,2024-02-14,22:59:00,Lateral cone hop,plyometrics,adductors,intermediate,2,6,0.0,36,138.5,Moderate,146.0,Challenging but rewarding
WL00002860,MEM001449,2024-10-19,10:27:00,Seated Dumbbell Press,strength,shoulders,intermediate,3,11,119.4,47,359.2,Low,129.0,Felt strong today
WL00002861,MEM001500,2024-03-28,06:00:00,Leverage Shrug,strength,traps,intermediate,4,6,84.9,74,397.2,Moderate,161.0,Personal best!
WL00002862,MEM001947,2024-02-23,17:34:00,Seated Glute Stretch,stretching,glutes,beginner,5,7,0.0,59,191.5,High,118.0,Good progress
WL00002863,MEM001852,2024-07-14,16:52:00,Machine low row-,strength,traps,intermediate,2,14,79.0,86,600.4,Moderate,106.0,Personal best!
WL00002864,MEM001949,2024-06-16,21:26:00,Incline dumbbell bench press,strength,chest,intermediate,2,11,17.2,38,140.7,Very High,105.0,Great workout!
WL00002865,MEM000674,2024-10-20,08:49:00,Side-To-Side Adductor Stretch,strength,adductors,intermediate,5,17,47.0,50,379.6,Very High,114.0,Good progress
WL00002866,MEM000975,2024-10-25,12:30:00,Partner Flat-Bench Back Extension,strength,lower_back,beginner,2,9,63.8,79,521.7,Moderate,144.0,Personal best!
WL00002867,MEM000397,2024-12-10,18:32:00,Axle Deadlift,strongman,lower_back,beginner,2,18,0.0,28,104.4,High,166.0,
WL00002868,MEM001012,2024-04-14,19:34:00,Suspended Hip Thrust,strength,glutes,beginner,4,18,38.2,32,253.7,Very High,180.0,Challenging but rewarding
WL00002869,MEM002327,2024-02-08,15:43:00,Alternating sit-through with crunch,strength,middle_back,intermediate,4,10,146.8,38,267.8,High,162.0,Great workout!
WL00002870,MEM001867,2024-10-24,19:05:00,Rocky Pull-Ups/Pulldowns,strength,lats,beginner,4,13,102.4,78,254.1,Low,106.0,Felt strong today
WL00002871,MEM001172,2024-07-06,09:07:00,Suspended Hip Thrust,strength,glutes,beginner,3,9,63.2,43,323.1,Very High,122.0,Felt strong today
WL00002872,MEM001650,2024-05-16,22:46:00,HM Right Leg Swing,stretching,abductors,intermediate,2,11,0.0,26,126.5,Very High,153.0,Felt strong today
WL00002873,MEM002139,2024-02-26,06:24:00,HM Straddle Stretch,stretching,abductors,intermediate,4,16,0.0,43,245.5,Low,108.0,Good progress
WL00002874,MEM002061,2024-06-04,21:48:00,Machine low row-,strength,traps,intermediate,3,19,135.7,29,103.3,High,178.0,Good progress
WL00002875,MEM000638,2024-11-01,15:07:00,Triceps Pushdown - Rope Attachment,strength,triceps,intermediate,2,15,26.5,64,296.1,Very High,126.0,Felt strong today
WL00002876,MEM000995,2024-07-20,07:13:00,Clean and press,strength,shoulders,intermediate,5,12,49.3,30,131.8,Very High,133.0,Great workout!
WL00002877,MEM002236,2024-01-01,08:52:00,Axle Deadlift,strongman,lower_back,beginner,2,15,0.0,84,276.4,Low,100.0,Challenging but rewarding
WL00002878,MEM001963,2024-05-06,17:22:00,Standing Calf Raises,strength,calves,beginner,3,8,44.7,49,204.6,High,172.0,
WL00002879,MEM001176,2024-06-09,20:32:00,Thigh adductor,strength,adductors,intermediate,2,16,79.5,79,284.6,High,141.0,Great workout!
WL00002880,MEM002335,2024-08-18,17:37:00,Olympic Squat,olympic_weightlifting,quadriceps,beginner,2,11,0.0,51,375.5,Low,127.0,Good progress
WL00002881,MEM001190,2024-07-06,14:39:00,Snatch Deadlift,olympic_weightlifting,hamstrings,beginner,4,14,0.0,41,128.9,High,106.0,Personal best!
WL00002882,MEM002298,2024-01-24,17:39:00,Thigh adductor,strength,adductors,intermediate,2,6,143.6,68,403.4,Low,177.0,Personal best!
WL00002883,MEM000275,2024-04-20,20:37:00,Cable V-bar push-down,strength,triceps,intermediate,3,20,145.9,39,133.7,Moderate,149.0,Challenging but rewarding
WL00002884,MEM000930,2024-05-27,19:22:00,Thigh adductor,strength,adductors,intermediate,2,18,137.7,45,294.2,Low,143.0,Personal best!
WL00002885,MEM000653,2024-10-21,08:03:00,Zottman Curl,strength,biceps,intermediate,2,16,142.2,50,155.1,Very High,157.0,Great workout!
WL00002886,MEM001984,2024-01-30,15:38:00,Seated triceps press,strength,triceps,intermediate,2,13,95.5,62,216.4,Moderate,103.0,Personal best!
WL00002887,MEM002051,2024-07-14,16:44:00,Incline dumbbell bench press,strength,chest,intermediate,4,9,110.0,52,306.6,High,168.0,Felt strong today
WL00002888,MEM000917,2024-10-31,15:16:00,Partner Superman with alternating high-five,strength,lower_back,beginner,3,7,81.2,70,344.8,Moderate,132.0,Challenging but rewarding
WL00002889,MEM001084,2024-09-18,18:33:00,Stair climber,cardio,quadriceps,intermediate,2,18,0.0,33,225.9,Low,100.0,Challenging but rewarding
WL00002890,MEM000793,2024-11-17,07:38:00,Lying Face Down Plate Neck Resistance,strength,neck,beginner,5,17,95.9,45,174.6,Very High,105.0,
WL00002891,MEM000450,2024-04-21,18:08:00,Neck Bridge Prone,strength,neck,beginner,2,13,96.0,82,295.5,Moderate,122.0,Good progress
WL00002892,MEM001458,2024-06-20,19:29:00,Spider crawl,strength,abdominals,intermediate,2,7,98.8,29,111.0,Very High,112.0,Good progress
WL00002893,MEM001714,2024-02-18,13:24:00,Traveling thigh killa,strength,abductors,intermediate,2,13,149.6,49,223.2,Very High,155.0,
WL00002894,MEM000971,2024-01-10,16:38:00,Exercise ball rear delt fly,strength,lower_back,intermediate,2,10,131.1,32,224.7,Very High,152.0,Good progress
WL00002895,MEM001531,2024-09-11,22:19:00,Chest dip,strength,chest,intermediate,2,8,54.1,53,390.7,Very High,172.0,
WL00002896,MEM000510,2024-06-29,05:54:00,Partner bench back extension,strength,lower_back,beginner,2,15,61.7,47,275.8,Low,133.0,Great workout!
WL00002897,MEM001435,2024-10-27,18:10:00,Single-arm lateral raise,strength,shoulders,intermediate,2,11,49.0,53,241.5,High,118.0,Great workout!
WL00002898,MEM001032,2024-08-03,19:52:00,Axle Deadlift,strongman,lower_back,beginner,4,9,0.0,85,638.9,Moderate,174.0,
WL00002899,MEM001650,2024-01-25,09:54:00,One-Arm Long Bar Row,strength,middle_back,intermediate,5,20,63.5,66,358.4,High,138.0,Felt strong today
WL00002900,MEM000364,2024-01-08,20:00:00,Straight-bar wrist roll-up,strength,forearms,intermediate,3,7,126.5,56,302.6,Very High,144.0,Personal best!
WL00002901,MEM002079,2024-02-03,19:35:00,Suspended ab fall-out,strength,abdominals,intermediate,2,8,45.2,22,153.5,Moderate,155.0,Felt strong today
WL00002902,MEM000235,2024-06-16,06:55:00,Partner bench back extension,strength,lower_back,beginner,2,16,120.6,68,453.9,Low,172.0,Felt strong today
WL00002903,MEM000033,2024-03-15,11:54:00,Weighted pull-up,strength,lats,intermediate,5,7,115.8,68,345.1,Moderate,145.0,Felt strong today
WL00002904,MEM000701,2024-08-02,19:11:00,Hip Circles (Prone),stretching,abductors,intermediate,2,7,0.0,74,591.0,Very High,143.0,Good progress
WL00002905,MEM001371,2024-09-15,18:06:00,Single-leg cable hip extension,strength,glutes,intermediate,2,19,135.1,31,215.9,Moderate,142.0,
WL00002906,MEM001440,2024-05-13,22:08:00,Dumbbell pull-over,strength,traps,intermediate,3,19,70.6,15,51.2,Moderate,,Felt strong today
WL00002907,MEM001665,2024-11-26,15:55:00,One-Arm Long Bar Row,strength,middle_back,intermediate,3,16,96.0,22,71.7,Moderate,105.0,Good progress
WL00002908,MEM001674,2024-07-23,16:14:00,Around-the-world pull-up,strength,lats,beginner,5,17,49.8,73,253.3,Moderate,114.0,Great workout!
WL00002909,MEM001989,2024-06-23,18:11:00,Incline dumbbell reverse fly,strength,shoulders,intermediate,5,10,106.1,43,198.6,Very High,143.0,Felt strong today
WL00002910,MEM002308,2024-02-24,14:36:00,Reverse Band Box Squat,powerlifting,quadriceps,intermediate,4,14,0.0,45,188.5,Moderate,114.0,Good progress
WL00002911,MEM000656,2024-03-17,19:48:00,Barbell glute bridge,powerlifting,glutes,intermediate,5,10,0.0,61,473.1,Low,148.0,Challenging but rewarding
WL00002912,MEM000137,2024-04-09,09:10:00,Power Clean from Blocks,olympic_weightlifting,hamstrings,beginner,3,17,0.0,21,84.8,Low,155.0,Personal best!
WL00002913,MEM000214,2024-09-19,07:53:00,Seated Head Harness Neck Resistance,strength,neck,beginner,2,13,5.5,80,302.4,High,143.0,Challenging but rewarding
WL00002914,MEM001681,2024-05-14,08:34:00,Dumbbell Flyes,strength,chest,intermediate,2,20,24.4,62,217.1,Moderate,124.0,Good progress
